City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
66,Ferrol,ES,55.67,clear sky,43.4832,-8.2369,Hotel Spa Sercotel Odeón
67,Arroyo,ES,55.6,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
68,Roma,US,53.82,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
69,Saint George,US,72.43,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
71,Binghamton,US,54.86,overcast clouds,42.0987,-75.918,"Holiday Inn Binghamton Downtown, an IHG Hotel"
74,Georgetown,MY,78.73,thunderstorm with light rain,5.4112,100.3354,Cititel Penang
75,Salalah,OM,78.89,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
76,Kodiak,US,45.91,scattered clouds,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
77,Grindavik,IS,48.15,moderate rain,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
78,Caicedo,CO,75.87,overcast clouds,6.4051,-75.9826,la bendicion
79,Lasa,IT,56.28,few clouds,46.6166,10.7002,Pension Feldgärtenhof
80,U Thong,TH,78.35,scattered clouds,14.3751,99.8923,คงทองทิพย์รีสอร์ท
81,Chipiona,ES,62.31,clear sky,36.7366,-6.437,Al Sur De Chipiona
82,Hobart,AU,63.27,light rain,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
83,Porto Torres,IT,60.98,overcast clouds,40.835,8.3972,Hotel Elisa
84,Yoichi,JP,40.62,overcast clouds,43.2039,140.7703,Marumatta Farm 21
86,Chimbote,PE,69.19,broken clouds,-9.0853,-78.5783,Hotel Briliá
88,Geraldton,AU,64.81,clear sky,-28.7667,114.6,Broadwater Mariner Resort
91,Mahebourg,MU,78.26,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
